iter	Logloss	Accuracy	Precision	Recall	F1
762	0.2284491919	0.9225924421	0.8944680851	0.8035168196	0.8465565848
763	0.2283445824	0.9223892727	0.893707483	0.8035168196	0.846215781
764	0.2282944115	0.9223892727	0.893707483	0.8035168196	0.846215781
765	0.228223792	0.9227956115	0.8945578231	0.8042813456	0.847020934
766	0.2280786877	0.9227956115	0.8945578231	0.8042813456	0.847020934
767	0.2279426716	0.9225924421	0.893797791	0.8042813456	0.8466800805
768	0.2278763551	0.9223892727	0.8930390492	0.8042813456	0.8463395012
769	0.2277556035	0.9227956115	0.8945578231	0.8042813456	0.847020934
770	0.2276251771	0.9234051199	0.8954970263	0.8058103976	0.8482897384
771	0.2274397138	0.9236082893	0.8962585034	0.8058103976	0.8486312399
772	0.2273342484	0.9238114588	0.896346644	0.8065749235	0.8490945674
773	0.2271680491	0.9242177976	0.8971962617	0.8073394495	0.8498993964
774	0.2270323064	0.9240146282	0.896434635	0.8073394495	0.8495575221
775	0.2268758049	0.9242177976	0.8971962617	0.8073394495	0.8498993964
776	0.2267088786	0.9244209671	0.8979591837	0.8073394495	0.8502415459
777	0.226588918	0.9244209671	0.8972835314	0.8081039755	0.8503620274
778	0.2264315777	0.9246241365	0.8966977138	0.8096330275	0.8509441543
779	0.2263801957	0.9246241365	0.8966977138	0.8096330275	0.8509441543
780	0.2261395424	0.9246241365	0.8966977138	0.8096330275	0.8509441543
781	0.2258996527	0.924827306	0.8974576271	0.8096330275	0.8512861736
782	0.2257459481	0.9252336449	0.8976311337	0.8111620795	0.8522088353
783	0.2256345879	0.9250304754	0.8975444539	0.8103975535	0.8517476898
784	0.2254614028	0.9256399837	0.8991525424	0.8111620795	0.8528938907
785	0.2253246423	0.9258431532	0.899237934	0.8119266055	0.8533547609
786	0.2252506986	0.9258431532	0.899237934	0.8119266055	0.8533547609
787	0.2251033472	0.9262494921	0.900084674	0.8126911315	0.8541582965
788	0.2250193884	0.9258431532	0.899237934	0.8119266055	0.8533547609
789	0.2247960654	0.9262494921	0.900084674	0.8126911315	0.8541582965
790	0.2246457469	0.9264526615	0.9001692047	0.8134556575	0.8546184739
791	0.2245385833	0.9264526615	0.9008474576	0.8126911315	0.8545016077
792	0.224486458	0.9264526615	0.9008474576	0.8126911315	0.8545016077
793	0.2243045567	0.926655831	0.9009314141	0.8134556575	0.8549618321
794	0.2241454777	0.9268590004	0.9010152284	0.8142201835	0.8554216867
795	0.2239839842	0.9270621698	0.9010989011	0.8149847095	0.8558811722
796	0.2239612938	0.9272653393	0.9018612521	0.8149847095	0.8562248996
797	0.2238802724	0.9274685087	0.9019442096	0.8157492355	0.8566840626
798	0.2236871533	0.9278748476	0.9027895182	0.8165137615	0.857486953
799	0.2235360047	0.9276716782	0.9027072758	0.8157492355	0.8570281124
800	0.2233792583	0.9276716782	0.9027072758	0.8157492355	0.8570281124
801	0.2232027253	0.9280780171	0.9028716216	0.8172782875	0.8579454254
802	0.2230430901	0.928484356	0.9037162162	0.8180428135	0.8587479936
803	0.2229492401	0.928484356	0.9037162162	0.8180428135	0.8587479936
804	0.2228775979	0.928484356	0.9037162162	0.8180428135	0.8587479936
805	0.2227357124	0.9286875254	0.9037974684	0.8188073394	0.8592057762
806	0.222539412	0.9288906948	0.9038785835	0.8195718654	0.8596631917
807	0.2224476106	0.9288906948	0.9038785835	0.8195718654	0.8596631917
808	0.2223553788	0.9290938643	0.9039595619	0.8203363914	0.8601202405
809	0.2221956259	0.9292970337	0.9054054054	0.8195718654	0.86035313
810	0.2220609395	0.9295002032	0.9061707523	0.8195718654	0.8606985147
811	0.2219913593	0.9295002032	0.9061707523	0.8195718654	0.8606985147
812	0.22191553	0.9295002032	0.9061707523	0.8195718654	0.8606985147
813	0.221734039	0.9299065421	0.9077053345	0.8195718654	0.8613901165
814	0.2215320222	0.9299065421	0.9077053345	0.8195718654	0.8613901165
815	0.2213919181	0.9297033726	0.9076271186	0.8188073394	0.8609324759
816	0.2212271724	0.9297033726	0.9076271186	0.8188073394	0.8609324759
817	0.2211798254	0.9297033726	0.9076271186	0.8188073394	0.8609324759
818	0.2210754809	0.9301097115	0.9084745763	0.8195718654	0.8617363344
819	0.2210070889	0.9299065421	0.9083969466	0.8188073394	0.861278649
820	0.2208221109	0.9301097115	0.9091680815	0.8188073394	0.8616251006
821	0.220714855	0.9301097115	0.9091680815	0.8188073394	0.8616251006
822	0.2206817767	0.9301097115	0.9091680815	0.8188073394	0.8616251006
823	0.2205474143	0.9303128809	0.909245123	0.8195718654	0.8620828307
824	0.2203466464	0.9301097115	0.9091680815	0.8188073394	0.8616251006
825	0.2201789623	0.9305160504	0.9093220339	0.8203363914	0.8625401929
826	0.2200486775	0.9305160504	0.9100169779	0.8195718654	0.8624296058
827	0.219935721	0.9311255587	0.9102455546	0.8218654434	0.8638007232
828	0.2198109692	0.9309223893	0.9101694915	0.8211009174	0.8633440514
829	0.2196734643	0.9311255587	0.9102455546	0.8218654434	0.8638007232
830	0.2196279956	0.9311255587	0.9102455546	0.8218654434	0.8638007232
831	0.2195463515	0.9311255587	0.9102455546	0.8218654434	0.8638007232
832	0.2193761038	0.9315318976	0.9117896522	0.8218654434	0.864495376
833	0.2192551981	0.9315318976	0.9117896522	0.8218654434	0.864495376
834	0.2191004543	0.931735067	0.9125636672	0.8218654434	0.8648431215
835	0.2189533254	0.9321414059	0.9127118644	0.8233944954	0.865755627
836	0.2187669289	0.9323445754	0.9134860051	0.8233944954	0.8661037394
837	0.21862641	0.9323445754	0.9134860051	0.8233944954	0.8661037394
838	0.218519314	0.9321414059	0.9127118644	0.8233944954	0.865755627
839	0.2184224964	0.9323445754	0.9134860051	0.8233944954	0.8661037394
840	0.218310327	0.9321414059	0.9127118644	0.8233944954	0.865755627
841	0.2181270667	0.9319382365	0.9126378287	0.8226299694	0.8652995577
842	0.2180477523	0.9319382365	0.9126378287	0.8226299694	0.8652995577
843	0.217950691	0.9321414059	0.9127118644	0.8233944954	0.865755627
844	0.2177748906	0.9323445754	0.9127857748	0.8241590214	0.8662113299
845	0.2176859664	0.9323445754	0.9127857748	0.8241590214	0.8662113299
846	0.2175695898	0.9323445754	0.9127857748	0.8241590214	0.8662113299
847	0.2173506195	0.9323445754	0.9120879121	0.8249235474	0.8663187475
848	0.2172730585	0.9325477448	0.9121621622	0.8256880734	0.8667736758
849	0.2171572442	0.9325477448	0.9121621622	0.8256880734	0.8667736758
850	0.2169597471	0.9327509143	0.9129332206	0.8256880734	0.8671216379
851	0.2168576555	0.9329540837	0.9123102867	0.8272171254	0.8676824379
852	0.2167167654	0.9329540837	0.9123102867	0.8272171254	0.8676824379
853	0.2166394089	0.9329540837	0.9123102867	0.8272171254	0.8676824379
854	0.2165044033	0.9333604226	0.9138513514	0.8272171254	0.8683788122
855	0.2163750048	0.9333604226	0.9138513514	0.8272171254	0.8683788122
856	0.2162513974	0.9331572531	0.9130801688	0.8272171254	0.8680304854
857	0.2161873926	0.9331572531	0.9130801688	0.8272171254	0.8680304854
858	0.2161008594	0.9331572531	0.9130801688	0.8272171254	0.8680304854
859	0.2159609635	0.933563592	0.9139240506	0.8279816514	0.8688327316
860	0.2159295159	0.9337667615	0.9139966273	0.8287461774	0.8692862871
861	0.2157714529	0.9337667615	0.9139966273	0.8287461774	0.8692862871
862	0.215643698	0.9341731004	0.9141414141	0.8302752294	0.8701923077
863	0.2155478391	0.9341731004	0.9141414141	0.8302752294	0.8701923077
864	0.2153899067	0.9345794393	0.9142857143	0.8318042813	0.8710968775
865	0.2152218876	0.9343762698	0.9149115417	0.8302752294	0.8705410822
866	0.2151196313	0.9339699309	0.9140690817	0.8295107034	0.869739479
867	0.2150115468	0.9345794393	0.914983165	0.8310397554	0.8709935897
868	0.214915159	0.9347826087	0.9150546678	0.8318042813	0.8714457349
869	0.2148613367	0.9347826087	0.9150546678	0.8318042813	0.8714457349
870	0.2147622466	0.9345794393	0.914983165	0.8310397554	0.8709935897
871	0.2146200044	0.9347826087	0.9150546678	0.8318042813	0.8714457349
872	0.2145510382	0.9347826087	0.9150546678	0.8318042813	0.8714457349
873	0.214494744	0.9347826087	0.9150546678	0.8318042813	0.8714457349
874	0.2143839023	0.9347826087	0.9150546678	0.8318042813	0.8714457349
875	0.2142747881	0.9347826087	0.9150546678	0.8318042813	0.8714457349
876	0.2141313912	0.9347826087	0.9150546678	0.8318042813	0.8714457349
877	0.2140300479	0.9347826087	0.9150546678	0.8318042813	0.8714457349
878	0.213836768	0.9349857781	0.9151260504	0.8325688073	0.871897518
879	0.2137605454	0.9351889476	0.9151973132	0.8333333333	0.8723489396
880	0.2137189582	0.9347826087	0.9150546678	0.8318042813	0.8714457349
881	0.2136210459	0.9347826087	0.9150546678	0.8318042813	0.8714457349
882	0.2134037566	0.9349857781	0.9151260504	0.8325688073	0.871897518
883	0.2132771993	0.9349857781	0.9151260504	0.8325688073	0.871897518
884	0.2130852707	0.9349857781	0.9151260504	0.8325688073	0.871897518
885	0.2129998503	0.9351889476	0.9151973132	0.8333333333	0.8723489396
886	0.2128728368	0.9351889476	0.9151973132	0.8333333333	0.8723489396
887	0.2127105681	0.9351889476	0.9151973132	0.8333333333	0.8723489396
888	0.2125689753	0.935392117	0.9152684564	0.8340978593	0.8728
889	0.2124085673	0.935392117	0.9152684564	0.8340978593	0.8728
890	0.212317343	0.9351889476	0.9151973132	0.8333333333	0.8723489396
891	0.2122242604	0.935392117	0.9152684564	0.8340978593	0.8728
892	0.2121445699	0.9355952865	0.9153394803	0.8348623853	0.8732506997
893	0.2120780097	0.9355952865	0.9153394803	0.8348623853	0.8732506997
894	0.2119191087	0.9355952865	0.9153394803	0.8348623853	0.8732506997
895	0.2117309706	0.9357984559	0.9161073826	0.8348623853	0.8736
896	0.2116060559	0.9357984559	0.9161073826	0.8348623853	0.8736
897	0.2113726444	0.9360016254	0.9168765743	0.8348623853	0.8739495798
898	0.2112110105	0.9366111337	0.9177852349	0.8363914373	0.8752
899	0.2110844358	0.9366111337	0.9170854271	0.8371559633	0.8752997602
900	0.210927658	0.9364079642	0.9170159262	0.8363914373	0.87485006
901	0.2107987968	0.9364079642	0.9170159262	0.8363914373	0.87485006
902	0.2106457803	0.9366111337	0.9170854271	0.8371559633	0.8752997602
903	0.2105086419	0.9366111337	0.9170854271	0.8371559633	0.8752997602
904	0.210391078	0.9362047948	0.9169463087	0.8356269113	0.8744
905	0.210355492	0.9362047948	0.9169463087	0.8356269113	0.8744
906	0.2103060908	0.9362047948	0.9169463087	0.8356269113	0.8744
907	0.2102526414	0.9362047948	0.9169463087	0.8356269113	0.8744
908	0.2101171355	0.9364079642	0.9170159262	0.8363914373	0.87485006
909	0.2099244022	0.9366111337	0.9170854271	0.8371559633	0.8752997602
910	0.2098145543	0.9368143031	0.9178541492	0.8371559633	0.8756497401
911	0.2097725032	0.9368143031	0.9178541492	0.8371559633	0.8756497401
912	0.2096360097	0.9368143031	0.9178541492	0.8371559633	0.8756497401
913	0.2094865227	0.9370174726	0.9179229481	0.8379204893	0.8760991207
914	0.2093786828	0.937220642	0.9179916318	0.8386850153	0.8765481422
915	0.2092667332	0.937220642	0.9179916318	0.8386850153	0.8765481422
916	0.2090835605	0.9376269809	0.918128655	0.8402140673	0.8774451098
917	0.2090435128	0.9376269809	0.918128655	0.8402140673	0.8774451098
918	0.2090247971	0.9376269809	0.918128655	0.8402140673	0.8774451098
919	0.2089139126	0.9382364892	0.9197324415	0.8409785933	0.8785942492
920	0.208798168	0.9380333198	0.919665272	0.8402140673	0.8781462245
921	0.2086631577	0.9380333198	0.919665272	0.8402140673	0.8781462245
922	0.2084697945	0.9380333198	0.919665272	0.8402140673	0.8781462245
923	0.2084141645	0.9380333198	0.919665272	0.8402140673	0.8781462245
924	0.2082687084	0.9378301503	0.9195979899	0.8394495413	0.8776978417
925	0.2081892777	0.9378301503	0.9195979899	0.8394495413	0.8776978417
926	0.208140008	0.9378301503	0.9195979899	0.8394495413	0.8776978417
927	0.2080280518	0.9378301503	0.9195979899	0.8394495413	0.8776978417
928	0.2078223147	0.9382364892	0.9197324415	0.8409785933	0.8785942492
929	0.2076573809	0.9380333198	0.919665272	0.8402140673	0.8781462245
930	0.20754151	0.9384396587	0.9197994987	0.8417431193	0.8790419162
931	0.2074068192	0.9382364892	0.9190317195	0.8417431193	0.8786911413
932	0.2073097192	0.9386428281	0.9198664441	0.8425076453	0.8794892259
933	0.2072059986	0.9388459976	0.9206349206	0.8425076453	0.8798403194
934	0.2071603494	0.9386428281	0.9198664441	0.8425076453	0.8794892259
935	0.2070871069	0.9386428281	0.9198664441	0.8425076453	0.8794892259
936	0.2069564014	0.9384396587	0.9190992494	0.8425076453	0.8791384124
937	0.2068982113	0.9386428281	0.9198664441	0.8425076453	0.8794892259
938	0.2067907759	0.9392523364	0.9200666112	0.8448012232	0.8808290155
939	0.206681905	0.9388459976	0.9185369909	0.8448012232	0.8801274393
940	0.2065501532	0.939049167	0.9186046512	0.8455657492	0.8805732484
941	0.2064075561	0.9394555059	0.9194352159	0.8463302752	0.8813694268
942	0.2062868203	0.9402681837	0.9210963455	0.8478593272	0.8829617834
943	0.2061435132	0.9400650142	0.9203319502	0.8478593272	0.8826104258
944	0.2060589004	0.9398618448	0.9195688226	0.8478593272	0.8822593477
945	0.2059766243	0.9402681837	0.92039801	0.8486238532	0.8830548926
946	0.2057909392	0.9404713531	0.9204639602	0.8493883792	0.883499006
947	0.2056633078	0.9402681837	0.9197019868	0.8493883792	0.8831478537
948	0.205456188	0.9404713531	0.9190751445	0.8509174312	0.8836840016
949	0.2053804351	0.9404713531	0.9190751445	0.8509174312	0.8836840016
950	0.2052488603	0.9404713531	0.9190751445	0.8509174312	0.8836840016
951	0.2051097563	0.9404713531	0.9190751445	0.8509174312	0.8836840016
952	0.204882368	0.940877692	0.9192085738	0.8524464832	0.8845696152
953	0.2048112255	0.9410808614	0.920661157	0.8516819572	0.8848292295
954	0.2046247614	0.9414872003	0.9214876033	0.8524464832	0.8856235107
955	0.2045038024	0.9412840309	0.9214226634	0.8516819572	0.8851807708
956	0.2044307112	0.9414872003	0.9214876033	0.8524464832	0.8856235107
957	0.2043241341	0.9414872003	0.9214876033	0.8524464832	0.8856235107
958	0.2042538486	0.9414872003	0.9207920792	0.8532110092	0.8857142857
959	0.2041149114	0.9414872003	0.9207920792	0.8532110092	0.8857142857
960	0.2039879807	0.9414872003	0.9207920792	0.8532110092	0.8857142857
961	0.2039413308	0.9414872003	0.9207920792	0.8532110092	0.8857142857
962	0.203839077	0.9416903698	0.921552436	0.8532110092	0.8860658992
963	0.2037029411	0.9418935392	0.9223140496	0.8532110092	0.8864177919
964	0.2035307046	0.9418935392	0.9223140496	0.8532110092	0.8864177919
965	0.2033934309	0.9416903698	0.9222497932	0.8524464832	0.8859753675
966	0.2033448235	0.9416903698	0.9222497932	0.8524464832	0.8859753675
967	0.2032510437	0.9414872003	0.9214876033	0.8524464832	0.8856235107
968	0.2031176535	0.9416903698	0.9222497932	0.8524464832	0.8859753675
969	0.2030487721	0.9416903698	0.9222497932	0.8524464832	0.8859753675
970	0.2029308165	0.9418935392	0.923013245	0.8524464832	0.886327504
971	0.2027923795	0.9425030475	0.9246064623	0.8532110092	0.8874751491
972	0.2026481419	0.942706217	0.9253731343	0.8532110092	0.8878281623
973	0.2024618292	0.942706217	0.9253731343	0.8532110092	0.8878281623
974	0.2023300917	0.9429093864	0.9254349627	0.8539755352	0.8882703777
975	0.2022233381	0.9431125559	0.9254966887	0.8547400612	0.8887122417
976	0.202020043	0.9429093864	0.9247311828	0.8547400612	0.8883591577
977	0.2018380219	0.9429093864	0.9247311828	0.8547400612	0.8883591577
978	0.2016338235	0.9431125559	0.9254966887	0.8547400612	0.8887122417
979	0.2016158457	0.9433157253	0.9262634631	0.8547400612	0.8890656064
980	0.201482306	0.9433157253	0.9262634631	0.8547400612	0.8890656064
981	0.2013163075	0.9431125559	0.9254966887	0.8547400612	0.8887122417
982	0.201208546	0.9433157253	0.9262634631	0.8547400612	0.8890656064
983	0.2010397539	0.9433157253	0.9255583127	0.8555045872	0.8891537545
984	0.2009409477	0.9435188948	0.9263245033	0.8555045872	0.8895071542
985	0.2008263841	0.9435188948	0.9263245033	0.8555045872	0.8895071542
986	0.2007053852	0.9437220642	0.9263854425	0.8562691131	0.8899483512
987	0.2006402865	0.9435188948	0.9263245033	0.8555045872	0.8895071542
988	0.2005179097	0.9437220642	0.9263854425	0.8562691131	0.8899483512
989	0.2004411491	0.9437220642	0.9263854425	0.8562691131	0.8899483512
990	0.2002918493	0.9437220642	0.9263854425	0.8562691131	0.8899483512
991	0.2002213071	0.9439252336	0.9271523179	0.8562691131	0.8903020668
992	0.2000630285	0.9443315725	0.9279801325	0.8570336391	0.8910969793
993	0.1999683315	0.9443315725	0.9279801325	0.8570336391	0.8910969793
994	0.1998830949	0.9441284031	0.9272125724	0.8570336391	0.890742948
995	0.1998369915	0.9441284031	0.9272125724	0.8570336391	0.890742948
996	0.1997633648	0.944534742	0.9273327828	0.8585626911	0.8916236602
997	0.1996609537	0.9449410809	0.9274525969	0.8600917431	0.892502975
998	0.1995751609	0.9451442503	0.9275123558	0.8608562691	0.8929421094
999	0.1994897126	0.9449410809	0.9274525969	0.8600917431	0.892502975
